id	hiredate	firstname	lastname	salary	city	state	zipcode	department
1449	2013-02-10 09:00:00	Marta	Galindo	48500	Tucson	AZ	85724	Sales
1450	2013-02-12 09:00:00	Christine	Cohen	52600	Sacramento	CA	95640	Operations
1451	2013-02-17 09:00:00	Andrew	Loya	61300	Tucson	AZ	85661	Operations
1452	2013-02-17 09:00:00	James	Conner	48500	Glendale	CA	91234	Sales
1453	2013-02-17 09:00:00	Jan	Swanson	69800	Medford	OR	97563	Operations
1454	2013-02-17 09:00:00	Kristy	Sherlock	42900	San Diego	CA	92071	Sales
1455	2013-02-17 09:00:00	Mary	Race	55900	Klamath Falls	OR	97658	Operations
1456	2013-02-17 09:00:00	Wendy	Warren	82800	Glendale	CA	91200	IT
1457	2013-02-19 09:00:00	Clement	Glenn	72000	Eureka	CA	95554	Technical Publications
1458	2013-02-24 09:00:00	Esperanza	Acree	58600	Portland	OR	97061	Sales
1459	2013-02-25 09:00:00	Roman	Snider	49300	Los Angeles	CA	90185	Purchasing
1460	2013-02-25 09:00:00	Scot	Roche	76700	Redding	CA	96001	Human Resources
1461	2013-02-26 09:00:00	Cedric	Glaze	54500	Las Vegas	NV	88922	Sales
1462	2013-03-03 09:00:00	Alexander	Moore	77500	Santa Rosa	CA	95483	IT
1463	2013-03-03 09:00:00	Craig	Cain	72200	San Diego	CA	92012	Technical Publications
1464	2013-03-03 09:00:00	Louie	Baldwin	79700	Industry	CA	91792	Engineering
1465	2013-03-03 09:00:00	Quentin	Donofrio	57100	Kingman	AZ	86443	Operations
1466	2013-03-10 09:00:00	Brandy	Currie	66100	Long Beach	CA	90680	Operations
1467	2013-03-10 09:00:00	Diana	Huff	61100	San Diego	CA	91963	Operations
1468	2013-03-10 09:00:00	Dorothy	Koehler	73000	San Jose	CA	95151	Technical Publications
1469	2013-03-10 09:00:00	Robert	Lachance	63000	San Mateo	CA	94409	IT
1470	2013-03-10 09:00:00	Willie	Benson	47200	Carson City	NV	89755	Sales
1471	2013-03-17 09:00:00	Catherine	Brim	37400	Flagstaff	AZ	86059	Facilities Management
1472	2013-03-17 09:00:00	Christina	Park	76800	Fresno	CA	93739	Regulatory Compliance
1473	2013-03-17 09:00:00	Dorothy	Goodell	120200	Oxnard	CA	93062	Data Science
1474	2013-03-17 09:00:00	Dorothy	Santiago	86000	Riverside	CA	92560	Business Intelligence
1475	2013-03-17 09:00:00	James	Smith	70500	Sacramento	CA	95646	Regulatory Compliance
1476	2013-03-17 09:00:00	Joy	Richardson	49600	Bakersfield	CA	93237	Sales
1477	2013-03-17 09:00:00	Kenneth	Knox	48000	Portland	OR	97240	Sales
1478	2013-03-17 09:00:00	Lucinda	Chase	92800	Sacramento	CA	94248	Business Intelligence
1479	2013-03-17 09:00:00	Serena	Mitchell	74000	San Francisco	CA	94077	IT
1480	2013-03-24 09:00:00	Blaine	O'Donnell	60400	Inglewood	CA	90234	Quality Assurance
1481	2013-03-24 09:00:00	Charles	Alderman	62800	Oakland	CA	94615	Operations
1482	2013-03-24 09:00:00	Charles	Do	62000	Oakland	CA	94590	Web Development
1483	2013-03-24 09:00:00	Eddie	Howard	59400	Oakland	CA	94521	Operations
1484	2013-03-24 09:00:00	Myles	Kelly	49200	Richmond	CA	94830	Sales
1485	2013-03-24 09:00:00	Richard	Linder	41300	Sacramento	CA	95750	Sales
1486	2013-03-25 09:00:00	Gloria	Santana	65700	Van Nuys	CA	91321	IT
1487	2013-03-31 09:00:00	Gertrude	Miller	39400	San Jose	CA	95181	Customer Support
1488	2013-03-31 09:00:00	Harold	Stoddard	135400	Sacramento	CA	95706	Data Science
1489	2013-03-31 09:00:00	Mary	Brannon	65600	Industry	CA	91700	Technical Publications
1490	2013-04-01 09:00:00	Susan	Binder	58300	Sacramento	CA	94241	Corporate Communication
1491	2013-04-02 09:00:00	Heather	Garcia	58700	Palo Alto	CA	94382	Technical Publications
1492	2013-04-07 09:00:00	Joshua	Crespo	79900	San Diego	CA	92135	IT
1493	2013-04-09 09:00:00	Penelope	Hatchett	61600	Sacramento	CA	95764	Marketing
1494	2013-04-14 09:00:00	Dion	Nadeau	60100	Palo Alto	CA	94385	Quality Assurance
1495	2013-04-14 09:00:00	Jeremy	Freund	33400	Elko	NV	89858	Facilities Management
1496	2013-04-14 09:00:00	Stephanie	Carranza	47600	Phoenix	AZ	85268	Sales
1497	2013-04-23 09:00:00	Sara	Olvera	50800	Las Vegas	NV	88988	Sales
1498	2013-04-28 09:00:00	Debra	Floyd	60400	Industry	CA	91759	Operations
1499	2013-04-28 09:00:00	Jean	Holloway	147200	Oakland	CA	94571	Data Science
1500	2013-04-28 09:00:00	Mabel	Chavis	50900	Portland	OR	97088	Facilities Management
1501	2013-04-28 09:00:00	Paula	Featherstone	72200	San Bernardino	CA	92323	Web Development
1502	2013-04-28 09:00:00	Robert	Renfrow	70800	Sacramento	CA	95609	Human Resources
1503	2013-04-29 09:00:00	Dennis	Winters	74300	Palo Alto	CA	94381	Web Development
1504	2013-04-30 09:00:00	Michele	Hallock	71100	Van Nuys	CA	91332	Technical Publications
1505	2013-05-05 09:00:00	Alfonso	Horton	51800	San Bernardino	CA	92313	Quality Assurance
1506	2013-05-05 09:00:00	Charles	Mansour	49800	Elko	NV	89854	Operations
1507	2013-05-05 09:00:00	Christina	Hurtado	75000	Santa Monica	CA	90477	IT
1508	2013-05-05 09:00:00	Eric	Sullivan	66600	Berkeley	CA	94747	IT
1509	2013-05-05 09:00:00	Erika	Hargrove	31500	Phoenix	AZ	85187	Facilities Management
1510	2013-05-05 09:00:00	Kathryn	Rooney	62600	Sacramento	CA	95843	Purchasing
1511	2013-05-07 09:00:00	Cory	Ornelas	60500	Santa Ana	CA	92669	Technical Publications
1512	2013-05-12 09:00:00	Bridgette	Burdine	63900	Burbank	CA	91528	Web Development
1513	2013-05-12 09:00:00	Edith	Robinette	55100	Show Low	AZ	85950	Operations
1514	2013-05-12 09:00:00	Lisa	Holler	39000	Bakersfield	CA	93379	Customer Support
1515	2013-05-12 09:00:00	Susan	Booth	114900	Santa Barbara	CA	93132	Legal
1516	2013-05-14 09:00:00	Teresa	Beebe	39800	Pendleton	OR	97866	Facilities Management
1517	2013-05-19 09:00:00	Dorothy	Matthews	60200	Santa Monica	CA	90491	Operations
1518	2013-05-26 09:00:00	Ida	Barbosa	71000	San Diego	CA	92147	Engineering
1519	2013-05-26 09:00:00	Isabel	Duggan	57800	Portland	OR	97156	Operations
1520	2013-05-26 09:00:00	Jack	Weems	72300	Fresno	CA	93745	Engineering
1521	2013-05-26 09:00:00	Marshall	Gay	41100	San Diego	CA	91987	Customer Support
1522	2013-05-27 09:00:00	Joan	Swann	64400	Berkeley	CA	94725	Technical Publications
1523	2013-05-27 09:00:00	Kenneth	Harris	46400	Santa Monica	CA	90479	Sales
1524	2013-06-02 09:00:00	Donovan	Ramos	52800	Las Vegas	NV	89122	Sales
1525	2013-06-02 09:00:00	Jennifer	Pitts	54100	Stockton	CA	95365	Facilities Management
1526	2013-06-02 09:00:00	Mary	Olsen	50400	Portland	OR	97295	Facilities Management
1527	2013-06-02 09:00:00	Philip	Purcell	57500	Las Vegas	NV	88924	Sales
1528	2013-06-09 09:00:00	Billie	Nowak	32600	San Jose	CA	95193	Facilities Management
1529	2013-06-09 09:00:00	Joseph	Lincoln	81700	Bakersfield	CA	93297	Accounting
1530	2013-06-09 09:00:00	Ralph	Hayward	47600	Kingman	AZ	86459	Sales
1531	2013-06-09 09:00:00	Rosa	Hickey	49900	San Jose	CA	95119	Corporate Services
1532	2013-06-09 09:00:00	Virginia	Winters	47100	Glendale	CA	91278	Sales
1533	2013-06-16 09:00:00	Elizabeth	Beard	101700	Pasadena	CA	91116	Business Intelligence
1534	2013-06-16 09:00:00	Eunice	Girard	44500	Carson City	NV	89713	Sales
1535	2013-06-16 09:00:00	Jane	Engle	60200	San Bernardino	CA	92348	Operations
1536	2013-06-17 09:00:00	Velma	Burden	36300	Mojave	CA	93521	Customer Support
1537	2013-06-23 09:00:00	Orville	Rocha	96000	Fresno	CA	93774	Accounting
1538	2013-06-23 09:00:00	William	Trigg	48300	Phoenix	AZ	85103	Sales
1539	2013-06-23 09:00:00	Willie	Eurich	38600	Portland	OR	97139	Customer Support
1540	2013-06-24 09:00:00	Barbara	Ortiz	90400	San Jose	CA	95061	Business Intelligence
1541	2013-06-30 09:00:00	Cliff	Coffman	54700	Marysville	CA	95983	Quality Assurance
1542	2013-06-30 09:00:00	Emory	Till	201600	Santa Rosa	CA	94938	Executive
1543	2013-06-30 09:00:00	Mary	Monk	40700	Phoenix	AZ	85376	Customer Support
1544	2013-07-02 09:00:00	Rod	Lair	43000	Portland	OR	97135	Customer Support
1545	2013-07-07 09:00:00	Donald	Christopher	40200	Bend	OR	97731	Customer Support
1546	2013-07-07 09:00:00	Hilda	Lloyd	138000	Oakland	CA	94625	Legal
1547	2013-07-07 09:00:00	Natasha	Miller	68700	Van Nuys	CA	91480	IT
1548	2013-07-07 09:00:00	Robert	Pryor	36400	Phoenix	AZ	85104	Customer Support
1549	2013-07-14 09:00:00	Beth	Moseley	63200	Redding	CA	96032	IT
1550	2013-07-14 09:00:00	Harry	Sweeney	63500	Fresno	CA	93631	Web Development
1551	2013-07-14 09:00:00	Mary	Falls	40600	Pasadena	CA	91131	Customer Support
1552	2013-07-14 09:00:00	Ned	Ritter	60200	Bakersfield	CA	93227	Quality Assurance
1553	2013-07-16 09:00:00	Darwin	Wright	68300	Torrance	CA	90516	Operations
1554	2013-07-21 09:00:00	Boris	Badenov	78900	Sacramento	CA	95751	Marketing
1555	2013-07-21 09:00:00	Brenda	Kelly	99200	Eugene	OR	97425	Engineering
1556	2013-07-21 09:00:00	Lynn	Stone	100300	Las Vegas	NV	88991	Engineering
1557	2013-07-21 09:00:00	Stacy	Torres	37000	San Diego	CA	92145	Customer Support
1558	2013-07-28 09:00:00	Sammie	Delvalle	95200	Los Angeles	CA	90136	Business Intelligence
1559	2013-07-28 09:00:00	Silas	Inman	61200	Phoenix	AZ	85108	Operations
1560	2013-07-29 09:00:00	Jason	Shepherd	39800	Flagstaff	AZ	86040	Facilities Management
1561	2013-07-29 09:00:00	Moses	Whitehead	47600	Van Nuys	CA	91344	Sales
1562	2013-07-29 09:00:00	Roy	Donnelly	43200	Santa Monica	CA	90429	Facilities Management
1563	2013-08-04 09:00:00	Alan	Buckman	58400	Phoenix	AZ	85322	Operations
1564	2013-08-04 09:00:00	Ann	Asher	54300	Oxnard	CA	93009	Facilities Management
1565	2013-08-04 09:00:00	Anne	Murphy	74500	Fresno	CA	93600	Regulatory Compliance
1566	2013-08-04 09:00:00	Bonnie	Pass	64300	Long Beach	CA	90609	Marketing
1567	2013-08-04 09:00:00	Celeste	Melvin	47800	Inglewood	CA	90394	Sales
1568	2013-08-04 09:00:00	Deborah	Preston	45200	Las Vegas	NV	88986	Sales
1569	2013-08-04 09:00:00	Denise	Dillion	71900	San Bernardino	CA	92370	Corporate Services
1570	2013-08-04 09:00:00	Denis	Keller	38400	Prescott	AZ	86351	Facilities Management
1571	2013-08-04 09:00:00	Donald	Small	63800	Mojave	CA	93580	Technical Publications
1572	2013-08-04 09:00:00	Dorothy	Christenson	77800	Van Nuys	CA	91449	IT
1573	2013-08-04 09:00:00	Elizabeth	Madrid	46800	Oakland	CA	94676	Sales
1574	2013-08-04 09:00:00	Elmer	Moore	70000	Santa Ana	CA	92698	Operations
1575	2013-08-04 09:00:00	Emma	Lin	46200	Globe	AZ	85528	Facilities Management
1576	2013-08-04 09:00:00	Frank	Colucci	97500	Palo Alto	CA	94369	Business Intelligence
1577	2013-08-04 09:00:00	Grant	Nickell	72900	Van Nuys	CA	91343	Technical Publications
1578	2013-08-04 09:00:00	Harry	Booth	83600	Los Angeles	CA	90102	Human Resources
1579	2013-08-04 09:00:00	Jane	Hays	75500	Alhambra	CA	91882	Business Intelligence
1580	2013-08-04 09:00:00	Janet	Larkin	69500	San Bernardino	CA	92378	Operations
1581	2013-08-04 09:00:00	Jeff	Green	38200	Phoenix	AZ	85146	Customer Support
1582	2013-08-04 09:00:00	Jesse	Gould	46700	Show Low	AZ	85978	Sales
1583	2013-08-04 09:00:00	John	Mims	105700	Van Nuys	CA	91308	Legal
1584	2013-08-04 09:00:00	Katherine	Moore	59200	Salem	OR	97376	Operations
1585	2013-08-04 09:00:00	Kathryn	Friedman	48400	Santa Ana	CA	92674	Sales
1586	2013-08-04 09:00:00	Kathy	Rivers	53300	Marysville	CA	95920	Technical Publications
1587	2013-08-04 09:00:00	Les	Gipson	81800	San Bernardino	CA	92365	Accounting
1588	2013-08-04 09:00:00	Linda	Tatum	63300	Oxnard	CA	93014	Web Development
1589	2013-08-04 09:00:00	Margaret	Ogle	65600	Fresno	CA	93748	Regulatory Compliance
1590	2013-08-04 09:00:00	Marie	Coffey	62100	San Francisco	CA	94096	Quality Assurance
1591	2013-08-04 09:00:00	Marsha	Boling	71500	Sacramento	CA	94284	Accounting
1592	2013-08-04 09:00:00	Mary	Barbour	88200	Van Nuys	CA	91313	Marketing
1593	2013-08-04 09:00:00	Mary	Browne	100700	Mojave	CA	93525	Business Intelligence
1594	2013-08-04 09:00:00	Mary	Ortega	39900	Portland	OR	97174	Customer Support
1595	2013-08-04 09:00:00	Michael	Conner	40300	Bend	OR	97742	Sales
1596	2013-08-04 09:00:00	Molly	Cheng	80600	Long Beach	CA	90857	IT
1597	2013-08-04 09:00:00	Oliver	Shaffer	85200	Mojave	CA	93531	Engineering
1598	2013-08-04 09:00:00	Peggy	Turner	58700	Pasadena	CA	91106	Corporate Services
1599	2013-08-04 09:00:00	Peter	Chapman	41400	Bakersfield	CA	93360	Customer Support
1600	2013-08-04 09:00:00	Rhonda	Spence	48700	Las Vegas	NV	89194	Facilities Management
1601	2013-08-04 09:00:00	Robert	Garcia	41300	San Bernardino	CA	92310	Facilities Management
1602	2013-08-04 09:00:00	Samuel	Jean	67900	Fresno	CA	93747	IT
1603	2013-08-04 09:00:00	Sonya	Lara	61500	Sacramento	CA	95753	Technical Publications
1604	2013-08-04 09:00:00	Stanley	Rapp	76700	Long Beach	CA	90856	Corporate Services
1605	2013-08-04 09:00:00	Suzanne	Buckner	58200	Phoenix	AZ	85239	Sales
1606	2013-08-04 09:00:00	Terry	Hall	69600	Inglewood	CA	90385	Operations
1607	2013-08-04 09:00:00	Trevor	Barclay	93600	Santa Rosa	CA	94934	Engineering
1608	2013-08-04 09:00:00	Victor	Wall	48900	Anaheim	CA	92884	Operations
1609	2013-08-04 09:00:00	Walter	Poirier	42700	Santa Ana	CA	92760	Facilities Management
1610	2013-08-04 09:00:00	Wanda	Burroughs	55100	San Diego	CA	91974	Operations
1611	2013-08-05 09:00:00	Leo	Gavin	64600	Santa Rosa	CA	95434	Technical Publications
1612	2013-08-05 09:00:00	Scott	Slagle	123500	Van Nuys	CA	91454	Data Science
1613	2013-08-05 09:00:00	Shirley	Cronin	80300	Mojave	CA	93522	Web Development
1614	2013-08-11 09:00:00	Adam	Spears	84700	San Francisco	CA	94121	IT
1615	2013-08-11 09:00:00	Alphonse	Quinn	74000	Santa Rosa	CA	94946	Engineering
1616	2013-08-11 09:00:00	Amanda	Alvarado	65300	Redding	CA	96057	IT
1617	2013-08-11 09:00:00	Amanda	Pratt	57700	Medford	OR	97571	Sales
1618	2013-08-11 09:00:00	Andrea	Gil	41600	San Jose	CA	95089	Sales
1619	2013-08-11 09:00:00	Andrew	Murphy	41100	Santa Barbara	CA	93457	Customer Support
1620	2013-08-11 09:00:00	Angelica	Hawk	54200	Portland	OR	97251	Operations
1621	2013-08-11 09:00:00	Angel	Parent	60000	Los Angeles	CA	90174	Purchasing
1622	2013-08-11 09:00:00	Betty	Ryan	49600	Oakland	CA	94694	Human Resources
1623	2013-08-11 09:00:00	Brenda	Holland	41900	Sacramento	CA	95679	Sales
1624	2013-08-11 09:00:00	Charley	Lin	41600	North Hollywood	CA	91695	Customer Support
1625	2013-08-11 09:00:00	Crystal	Wilhelm	138300	Sacramento	CA	95873	Data Science
1626	2013-08-11 09:00:00	Darnell	Kent	43300	Palm Springs	CA	92298	Sales
1627	2013-08-11 09:00:00	David	Deal	36800	Portland	OR	97189	Customer Support
1628	2013-08-11 09:00:00	David	Powell	45000	Elko	NV	89891	Sales
1629	2013-08-11 09:00:00	David	Winters	98500	San Diego	CA	92192	Engineering
1630	2013-08-11 09:00:00	Deborah	Dyer	85800	Tucson	AZ	85711	Engineering
1631	2013-08-11 09:00:00	Douglas	Rowe	64400	Anaheim	CA	92868	Operations
1632	2013-08-11 09:00:00	Ernesto	Betancourt	57900	San Francisco	CA	94035	Human Resources
1633	2013-08-11 09:00:00	Frances	Vanhorn	63500	Mojave	CA	93525	Purchasing
1634	2013-08-11 09:00:00	Gloria	Nichols	75400	Eureka	CA	95542	Marketing
1635	2013-08-11 09:00:00	Janet	Maples	80900	Eugene	OR	97448	Engineering
1636	2013-08-11 09:00:00	Jimmy	Knighton	109000	San Francisco	CA	94127	Legal
1637	2013-08-11 09:00:00	Jimmy	Olivas	68000	Berkeley	CA	94765	Regulatory Compliance
1638	2013-08-11 09:00:00	Joan	Christian	79700	Inglewood	CA	90336	IT
1639	2013-08-11 09:00:00	Josef	Lloyd	95000	Klamath Falls	OR	97610	Engineering
1640	2013-08-11 09:00:00	Judith	Durham	40000	Phoenix	AZ	85345	Facilities Management
1641	2013-08-11 09:00:00	Karen	Sierra	38700	Tucson	AZ	85683	Customer Support
1642	2013-08-11 09:00:00	Kristina	Lockridge	49800	Reno	NV	89580	Facilities Management
1643	2013-08-11 09:00:00	Laura	Garcia	67900	Santa Ana	CA	92633	Operations
1644	2013-08-11 09:00:00	Marc	Johnson	78300	Show Low	AZ	85904	Engineering
1645	2013-08-11 09:00:00	Maria	Coleman	70400	Reno	NV	89446	Operations
1646	2013-08-11 09:00:00	Marilyn	Moon	70000	Flagstaff	AZ	86012	Operations
1647	2013-08-11 09:00:00	Marlon	Burg	94000	Santa Barbara	CA	93159	Accounting
1648	2013-08-11 09:00:00	Martha	Abbott	66800	San Bernardino	CA	92404	Technical Publications
1649	2013-08-11 09:00:00	Mary	Montiel	43900	Santa Monica	CA	90479	Sales
1650	2013-08-11 09:00:00	Nancy	Marin	64500	Santa Barbara	CA	93458	Marketing
1651	2013-08-11 09:00:00	Oliver	Wendell	93600	Palm Springs	CA	92258	Business Intelligence
1652	2013-08-11 09:00:00	Pat	Hood	63300	Sacramento	CA	95708	Quality Assurance
1653	2013-08-11 09:00:00	Patsy	Karnes	78800	Santa Monica	CA	90434	IT
1654	2013-08-11 09:00:00	Paula	Olsen	67400	Oxnard	CA	93001	IT
1655	2013-08-11 09:00:00	Paul	Forbes	65000	Richmond	CA	94811	Web Development
1656	2013-08-11 09:00:00	Penelope	Keyes	62100	Mojave	CA	93586	Corporate Services
1657	2013-08-11 09:00:00	Priscilla	Eichelberger	42900	Reno	NV	89550	Facilities Management
1658	2013-08-11 09:00:00	Ralph	Leonard	38300	Pasadena	CA	91156	Customer Support
1659	2013-08-11 09:00:00	Rita	Houston	139800	San Diego	CA	92166	Legal
1660	2013-08-11 09:00:00	Rogelio	Renteria	127500	Sacramento	CA	95795	Data Science
1661	2013-08-11 09:00:00	Sarah	Lay	74900	Fresno	CA	93602	IT
1662	2013-08-11 09:00:00	Sharon	Berry	45000	Santa Ana	CA	92686	Facilities Management
1663	2013-08-11 09:00:00	Stanley	Pierson	69100	Mojave	CA	93583	Web Development
1664	2013-08-11 09:00:00	Stephanie	Parrish	41300	San Francisco	CA	94081	Facilities Management
1665	2013-08-11 09:00:00	Susan	Hamill	92400	Marysville	CA	95903	Business Intelligence
1666	2013-08-11 09:00:00	Ward	Leach	76000	Palm Springs	CA	92283	Business Intelligence
1667	2013-08-11 09:00:00	William	Nieman	90400	Van Nuys	CA	91425	Accounting
1668	2013-08-12 09:00:00	Carroll	Tillman	50400	Phoenix	AZ	85156	Facilities Management
1669	2013-08-12 09:00:00	Matthew	Montgomery	51300	Kingman	AZ	86459	Operations
1670	2013-08-12 09:00:00	Will	Abramson	60100	Van Nuys	CA	91492	Operations
1671	2013-08-13 09:00:00	Jessica	Grey	56700	Fresno	CA	93634	Corporate Services
1672	2013-08-18 09:00:00	Adam	Barr	42500	Oakland	CA	94545	Sales
1673	2013-08-18 09:00:00	Agatha	Sylvester	66200	Stockton	CA	95380	Technical Publications
1674	2013-08-18 09:00:00	Alice	Haines	56600	Portland	OR	97117	Sales
1675	2013-08-18 09:00:00	Alvin	Lau	35900	Fresno	CA	93827	Customer Support
1676	2013-08-18 09:00:00	Ann	Keller	78900	San Jose	CA	95086	Accounting
1677	2013-08-18 09:00:00	Anton	Howerton	105700	Santa Rosa	CA	95432	Engineering
1678	2013-08-18 09:00:00	Arlene	Lyle	67100	Prescott	AZ	86352	Operations
1679	2013-08-18 09:00:00	Arthur	Whalen	61200	Palm Springs	CA	92278	Technical Publications
1680	2013-08-18 09:00:00	Brandi	DiCampo	43900	San Diego	CA	92119	Sales
1681	2013-08-18 09:00:00	Cecil	Armijo	82200	Santa Rosa	CA	94926	Engineering
1682	2013-08-18 09:00:00	Christine	Camacho	38500	Santa Rosa	CA	94905	Customer Support
1683	2013-08-18 09:00:00	Clint	Brooke	53000	Torrance	CA	90514	Operations
1684	2013-08-18 09:00:00	Danielle	Shelton	42200	Oxnard	CA	93093	Sales
1685	2013-08-18 09:00:00	David	Henson	72900	Van Nuys	CA	91347	Technical Publications
1686	2013-08-18 09:00:00	Derick	Robinson	61100	Portland	OR	97162	Sales
1687	2013-08-18 09:00:00	Doris	Collins	53700	San Jose	CA	95070	Technical Publications
1688	2013-08-18 09:00:00	Dorothy	Dipietro	142900	Long Beach	CA	90693	Data Science
1689	2013-08-18 09:00:00	Edith	Chaney	59000	Phoenix	AZ	85106	Sales
1690	2013-08-18 09:00:00	Elizabeth	Rizzo	79100	Eureka	CA	95558	Accounting
1691	2013-08-18 09:00:00	Ethan	Baxley	159000	Stockton	CA	95207	Legal
1692	2013-08-18 09:00:00	Gene	Wiley	97100	Los Angeles	CA	90091	Business Intelligence
1693	2013-08-18 09:00:00	Gregory	Martel	49500	Anaheim	CA	92845	Operations
1694	2013-08-18 09:00:00	Harold	Vinson	40100	Reno	NV	89506	Customer Support
1695	2013-08-18 09:00:00	Hazel	Gay	98800	Inglewood	CA	90218	Business Intelligence
1696	2013-08-18 09:00:00	Janet	Kim	52700	North Hollywood	CA	91662	Operations
1697	2013-08-18 09:00:00	Jeff	Garcia	94600	Burbank	CA	91560	Business Intelligence
1698	2013-08-18 09:00:00	Kathryn	Dyer	50600	Inglewood	CA	90258	Marketing
1699	2013-08-18 09:00:00	Keith	Bass	48800	Van Nuys	CA	91307	Sales
1700	2013-08-18 09:00:00	Leslie	Gonzales	51300	Reno	NV	89514	Facilities Management
1701	2013-08-18 09:00:00	Mable	Howard	50600	Pendleton	OR	97887	Operations
1702	2013-08-18 09:00:00	Mark	Boone	123800	Glendale	CA	91250	Data Science
1703	2013-08-18 09:00:00	Ophelia	Woodson	79200	Inglewood	CA	90351	IT
1704	2013-08-18 09:00:00	Pearl	Montes	76800	Los Angeles	CA	90185	Business Intelligence
1705	2013-08-18 09:00:00	Pete	Benedict	99400	San Jose	CA	95125	Business Intelligence
1706	2013-08-18 09:00:00	Philip	Meier	68100	Eugene	OR	97431	Operations
1707	2013-08-18 09:00:00	Ramona	Gregory	60600	Las Vegas	NV	89162	Operations
1708	2013-08-18 09:00:00	Rickie	Simon	52000	Burbank	CA	91573	Operations
1709	2013-08-18 09:00:00	Sarah	Vallejo	50200	Phoenix	AZ	85003	Facilities Management
1710	2013-08-18 09:00:00	Sean	Murray	54600	Santa Barbara	CA	93435	Facilities Management
1711	2013-08-18 09:00:00	Stephen	Howard	43200	Prescott	AZ	86398	Customer Support
1712	2013-08-18 09:00:00	Steve	Stanford	46000	Stockton	CA	95375	Facilities Management
1713	2013-08-18 09:00:00	Thomas	Hill	84700	Stockton	CA	95331	Business Intelligence
1714	2013-08-18 09:00:00	Timmy	Cooley	134100	Fresno	CA	93742	Data Science
1715	2013-08-18 09:00:00	Victor	Lawler	65900	Glendale	CA	91254	Human Resources
1716	2013-08-18 09:00:00	Virginia	Wheatley	57900	Riverside	CA	92532	Operations
1717	2013-08-18 09:00:00	Yolanda	Shanks	63700	Fresno	CA	93669	IT
1718	2013-08-19 09:00:00	Buddy	Russell	63300	Sacramento	CA	95622	Technical Publications
1719	2013-08-19 09:00:00	Inez	Cochran	32600	Fresno	CA	93865	Facilities Management
1720	2013-08-19 09:00:00	Joaquin	Figueroa	50800	Phoenix	AZ	85238	Operations
1721	2013-08-19 09:00:00	Odell	Kell	60100	Las Vegas	NV	89023	Sales
1722	2013-08-19 09:00:00	Raul	Taylor	64600	Kingman	AZ	86423	Operations
1723	2013-08-20 09:00:00	Edith	Hull	86800	Alhambra	CA	91861	Accounting
1724	2013-08-25 09:00:00	Amber	Garrison	59300	Medford	OR	97566	Operations
1725	2013-08-25 09:00:00	Annie	Gaither	48300	San Bernardino	CA	92346	Sales
1726	2013-08-25 09:00:00	Bart	Comer	60300	Globe	AZ	85513	Sales
1727	2013-08-25 09:00:00	Basil	Gilliland	47000	Portland	OR	97140	Facilities Management
